CustomerID,FirstName,LastName,Email,Phone,Address,City,State,Country,Gender,Age,JoinDate,LastPurchaseDate,TotalSpent,LoyaltyPoints,PurchaseFrequency,CustomerSegment,PreferredPaymentMethod,MaritalStatus,Education,Occupation,Hobbies,AccountCreationDate,AccountStatus,LastUpdated,ReferrerID,PromotionalEmails,FeedbackRating
Cust_172,Gina,Benjamin,michael.shepherd@yahoo.com,347734-8043,"7859 Erin Burgs Apt. 050 Matthewhaven, NM 24788",Lake Amandaberg,Pennsylvania,American Samoa,Female,42.0,2024-01-01,2024-09-28,8142.57,203,6,Gold,Credit Card,Others,High School,Doctor,Sports,2024-02-03,Active,16-01-2024,Referred by None,TRUE,1.5
Cust_173,Michelle,Jones,steven.curry@gmail.com,502-466-1074,"32443 Dana Circle Suite 999 East Johnchester, ME 29230",Kaitlynville,Hawaii,United States Minor Outlying Islands,Male,44.0,2024-01-01,2024-01-02,3063.03,375,6,Bronze,Debit Card,Divorced,Others,NA,Reading,2024-05-15,Pending,15-05-2024,Referred by None,TRUE,4.6
Cust_174,Paul,Ramos,john.simpson@outlook.com,942423-7464,"35938 Steven Land Michaelfurt, OK 97855",Smithtown,Michigan,Gibraltar,Female,44.0,2024-06-04,2024-03-19,5306.38,145,6,Bronze,PayPal,Divorced,Others,Other,Reading,2024-04-07,Active,14-07-2024,Cust_2762,FALSE,3.5
Cust_175,Dawn,Morales,matthew.trevino@outlook.com,271-746-1908,"467 Allison Parkway Apt. 271 Ryanhaven, WY 75008",Nathanmouth,Louisiana,Dominican Republic,Others,24.0,2024-08-29,2024-05-20,8172.2,81,1,Platinum,Debit Card,Married,Others,Other,Reading,2024-10-03,Pending,27-06-2024,Referred by None,TRUE,2.9
Cust_176,Jerry,Knox,jose.ramirez@yahoo.com,703-825-9183,"PSC 6995, Box 4315 APO AE 71908",West Annashire,Iowa,Iceland,Male,69.0,2024-01-01,2024-01-12,6303.23,250,11,Silver,Debit Card,Single,Others,Doctor,Others,2024-01-01,Pending,24-06-2024,Cust_6589,FALSE,3.8
Cust_177,Michelle,Pratt,richard.martin@yahoo.com,783343-7286,"65699 Johnson Extension Apt. 491 Rothside, OK 05777",Kaylaville,Utah,Qatar,Female,44.0,2024-01-01,2024-09-21,5621.53,281,6,Others,Debit Card,Others,Others,Doctor,Reading,2024-01-01,Inactive,08-05-2024,Referred by None,TRUE,2.9
Cust_178,Sierra,Friedman,kevin.miller@yahoo.com,803-945-8029,"20836 Joshua Meadow Kathymouth, DC 47289",Davidville,California,India,Female,27.0,2024-06-03,2024-02-06,9004.83,278,6,Gold,Cash,Divorced,High School,Teacher,Music,2024-09-11,Pending,30-07-2024,Referred by None,FALSE,3.5
Cust_179,Louis,Jones,ruth.hancock@None,594-989-5384,"PSC 4588, Box 4796 APO AA 60143",Wesleymouth,Iowa,Papua New Guinea,Female,44.0,2024-01-01,2024-01-02,6617.13,250,6,Platinum,Credit Card,Others,Others,Other,Traveling,2024-03-19,Pending,19-02-2024,Cust_6042,TRUE,2.9
Cust_180,Diana,Graham,monica.bradley@outlook.com,001-899-206-5046,"75730 Walker Throughway Mcdowellmouth, OR 20785",North Andrewfort,North Carolina,Congo,Male,44.0,2024-01-01,2024-02-12,4267.3,250,6,Silver,Debit Card,Married,High School,Other,Others,2024-06-30,Active,28-02-2024,Cust_9245,TRUE,2.9
Cust_181,Adam,Lopez,kevin.johnson@gmail.com,665-230-1164,"46687 William Well Apt. 223 Autumnhaven, IA 35560",North Bradleyland,Arkansas,Poland,Male,30.0,2024-01-01,2024-02-29,3418.03,494,6,Gold,Credit Card,Divorced,High School,Teacher,Others,2024-08-17,Pending,21-05-2024,Referred by None,FALSE,4
Cust_182,Marie,Jones,jonathan.bell@yahoo.com,001-378-706-5441,"54226 Jennifer Lodge Moorehaven, GU 20079",Stephensshire,Michigan,Oman,Female,39.0,2024-08-28,2024-01-02,8298.06,359,6,Platinum,Cash,Single,High School,Engineer,Traveling,2024-01-01,Pending,25-08-2024,Referred by None,FALSE,4.8
Cust_183,Stephanie,Moreno,stephanie.chavez@gmail.com,5708689849,"84607 Ramirez Turnpike Tonychester, PW 49314",East Kelsey,Michigan,French Guiana,Others,58.0,2024-02-04,2024-10-06,5724.13,250,6,Platinum,PayPal,Others,High School,Doctor,Traveling,2024-01-01,Active,09-08-2024,Referred by None,FALSE,2.9
Cust_184,Sarah,Preston,tracy.bridges@None,399-834-9316,"2163 Baxter Prairie Lake Antoniofort, NC 68648",North Ashleyton,New Hampshire,Liechtenstein,Female,44.0,2024-01-01,2024-01-02,2846.27,250,6,Bronze,Debit Card,Married,Others,Teacher,Sports,2024-01-01,Inactive,27-08-2024,Cust_2600,FALSE,2.9
Cust_185,Alejandro,Contreras,kimberly.rogers@outlook.com,960-982-8932,"1702 Elizabeth River West Clintontown, NC 47701",West Christopher,Wisconsin,Kuwait,Others,44.0,2024-06-27,2024-01-02,4560.38,250,6,Platinum,Cash,Married,High School,Engineer,Sports,2024-01-01,Pending,20-09-2024,Cust_5919,FALSE,2.9
Cust_186,Melissa,Thompson,cynthia.nunez@None,001-605-305-3955,"15297 Judith Union Gilbertside, NY 60870",Collinsfurt,Utah,Equatorial Guinea,Others,44.0,2024-01-01,2024-01-02,6022.98,250,4,Bronze,Cash,Single,Bachelor,Doctor,Traveling,2024-05-01,Active,04-10-2024,Referred by None,TRUE,2.8
Cust_187,Christian,Rodriguez,vincent.rodriguez@outlook.com,448-612-7134,"92674 Katherine Junctions New Maria, SD 79806",Austinburgh,Mississippi,Burundi,Male,40.0,2024-01-01,2024-01-02,390.59,250,6,Platinum,Credit Card,Married,Bachelor,Doctor,Sports,2024-01-01,Pending,03-10-2024,Referred by None,TRUE,2.4
Cust_188,Edwin,Brown,debbie.west@gmail.com,676492-7947,"814 Brewer Lane Apt. 830 Wuborough, OH 95854",Clarkburgh,New Hampshire,Czech Republic,Others,33.0,2024-01-01,2024-03-07,7995.99,192,5,Gold,Cash,Others,Others,Teacher,Reading,2024-01-01,Pending,24-04-2024,Cust_6538,FALSE,4.9
Cust_189,Elizabeth,Wilson,larry.baker@yahoo.com,657-620-6451,"32006 Charles Curve Suite 978 Port Tonyland, NE 21605",West Laurenfort,Alaska,Sudan,Female,44.0,2024-06-16,2024-01-25,1271.21,250,6,Bronze,Credit Card,Divorced,High School,Engineer,Reading,2024-02-24,Active,09-09-2024,Cust_157,FALSE,2.9
Cust_190,Tonya,Callahan,james.gutierrez@outlook.com,565889-9600,"123 Ronald Groves Apt. 555 Port Elizabethfurt, OR 60979",East Karenhaven,Colorado,Papua New Guinea,Female,44.0,2024-01-01,2024-07-31,5294.46,250,2,Bronze,Debit Card,Divorced,Bachelor,Doctor,Music,2024-01-01,Inactive,08-07-2024,Referred by None,TRUE,2.2
Cust_191,Jose,Torres,sheila.hernandez@outlook.com,336-812-9804,"3939 Patricia Bypass Apt. 249 Jenniferberg, UT 11903",Jodiport,Ohio,Bangladesh,Female,44.0,2024-01-01,2024-03-28,9609.11,250,6,Others,Debit Card,Married,Others,NA,Reading,2024-01-01,Pending,11-10-2024,Cust_1175,FALSE,2.9
Cust_192,Dwayne,Hernandez,samantha.harris@None,001-795-744-0858,"0763 Hall Bridge Suite 163 Lake Melissa, FL 82187",West Jennifer,Colorado,Japan,Male,47.0,2024-01-01,2024-06-15,3410.3,303,6,Silver,Debit Card,Single,High School,Other,Traveling,2024-02-07,Active,23-08-2024,Cust_8544,TRUE,3.1
Cust_193,Laura,Green,jasmine.garrett@yahoo.com,992-663-4361,"9011 Armstrong Point Suite 380 North Brenda, PR 23580",Williamsstad,Arkansas,Heard Island and McDonald Islands,Female,54.0,2024-01-01,2024-02-25,9946.85,250,12,Gold,Debit Card,Single,Others,Other,Sports,2024-01-01,Inactive,18-09-2024,Referred by None,TRUE,1.7
Cust_194,Sean,Johnson,kenneth.jackson@None,805726-5826,"6429 Shaw Corner Apt. 271 Port Shellymouth, NJ 73929",Newtonside,Arizona,Zimbabwe,Female,44.0,2024-09-10,2024-01-02,7966.18,276,7,Silver,Cash,Divorced,Bachelor,Teacher,Reading,2024-01-01,Pending,30-04-2024,Referred by None,TRUE,4.2
Cust_195,Christian,Taylor,jason.fernandez@yahoo.com,001-932-713-6731,"35185 Lam Stravenue Amberburgh, DC 78758",West Karen,South Carolina,Svalbard & Jan Mayen Islands,Others,38.0,2024-02-21,2024-01-02,4230.17,259,8,Bronze,Debit Card,Divorced,Master,NA,Reading,2024-03-12,Pending,24-03-2024,Referred by None,TRUE,2.9
Cust_196,Erin,Carroll,kevin.medina@yahoo.com,511-374-6869,"1478 Stephen Hill Apt. 446 Ashleyborough, DC 71150",South Deannafort,Missouri,Tuvalu,Others,44.0,2024-08-23,2024-07-01,6295.63,392,7,Platinum,PayPal,Single,Master,Engineer,Reading,2024-01-25,Inactive,11-06-2024,Cust_4128,TRUE,2.9
Cust_197,Natalie,Blackwell,alexis.nelson@outlook.com,001-968-451-1051,USNS Martinez FPO AA 39852,Caldwellfort,Connecticut,Turks and Caicos Islands,Female,44.0,2024-01-01,2024-03-14,5686.76,420,9,Gold,Cash,Single,High School,Doctor,Music,2024-06-14,Inactive,27-07-2024,Referred by None,FALSE,2.9
Cust_198,Ryan,Sanchez,jennifer.thompson@gmail.com,434340-9297,"43890 Rebecca Knoll Lake Andrewtown, PR 57805",Matthewstad,Hawaii,Libyan Arab Jamahiriya,Female,44.0,2024-01-01,2024-01-02,5702.99,250,6,Silver,Cash,Others,Others,Other,Others,2024-07-08,Active,01-05-2024,Cust_8211,TRUE,2.9
Cust_199,Thomas,Franco,erika.jones@gmail.com,336652-8855,"75417 Bradley Square East Jesusshire, MS 83324",Lake Robynbury,North Dakota,Reunion,Male,44.0,2024-06-21,2024-01-02,5508.64,250,4,Bronze,Credit Card,Single,Master,Teacher,Sports,2024-07-11,Active,09-05-2024,Referred by None,FALSE,3.6
Cust_200,Claire,Schultz,melissa.smith@None,458-543-4484,"3469 Greene Manor Suite 347 Royborough, IA 61270",Reillyport,Illinois,Saint Barthelemy,Others,27.0,2024-07-07,2024-01-02,5348.5,301,11,Bronze,Credit Card,Single,Bachelor,NA,Others,2024-01-01,Inactive,02-03-2024,Referred by None,FALSE,1.2
Cust_201,Christina,Houston,lance.lopez@yahoo.com,243453-0576,"525 Hudson Ports Adamsfort, WY 62772",Michaelborough,Nevada,Liechtenstein,Female,31.0,2024-04-01,2024-09-22,1687.27,365,3,Platinum,Debit Card,Others,Master,NA,Traveling,2024-01-01,Active,29-07-2024,Cust_4307,FALSE,4.4
Cust_202,Chad,Carpenter,kelsey.hall@outlook.com,001-620-794-2809,"241 Katherine Glens Suite 952 Silvaland, MH 15617",South Ronaldville,Arkansas,Nigeria,Male,44.0,2024-08-10,2024-04-10,4108.44,395,6,Platinum,Debit Card,Divorced,Others,Other,Music,2024-01-01,Active,25-08-2024,Cust_4867,FALSE,2.9
Cust_203,James,Martinez,catherine.holmes@outlook.com,609-436-6071,"5730 Stanley Mews Suite 526 Terrihaven, WA 21616",Butlerfort,Tennessee,Ukraine,Others,64.0,2024-03-18,2024-01-02,8297.32,250,12,Gold,PayPal,Single,High School,Teacher,Others,2024-05-25,Inactive,13-06-2024,Referred by None,TRUE,2.9
Cust_204,Carlos,Fleming,amanda.fox@gmail.com,784-522-6061,"4927 Jill Mountain Apt. 357 South Angela, MO 48804",Higginsside,North Dakota,Sao Tome and Principe,Male,44.0,2024-04-27,2024-01-02,6736.25,250,6,Others,PayPal,Others,High School,Engineer,Reading,2024-01-01,Active,19-01-2024,Referred by None,TRUE,4.7
Cust_205,Tyler,Hooper,samantha.johnson@None,201-376-4865,"3122 Amy Plain Suite 464 Mcneilland, AS 39205",Chadport,Delaware,Nepal,Male,44.0,2024-09-09,2024-08-23,542.55,177,6,Silver,PayPal,Others,Others,NA,Music,2024-01-01,Active,12-05-2024,Cust_7782,TRUE,2.9
Cust_206,Victoria,Pham,david.morales@gmail.com,502-958-5737,"56202 Brian Road Apt. 908 Lamhaven, WY 76631",West Reginaville,Arizona,Sri Lanka,Female,44.0,2024-01-01,2024-06-20,1074.46,250,6,Gold,Cash,Others,Bachelor,Doctor,Traveling,2024-10-07,Pending,30-08-2024,Cust_6772,FALSE,4.5
Cust_207,Samuel,Ferguson,stuart.payne@gmail.com,2238716867,"00341 Murphy Mills South Drew, WA 82543",Porterland,Mississippi,New Zealand,Male,34.0,2024-09-17,2024-02-23,6833.69,250,7,Bronze,Credit Card,Divorced,Bachelor,Doctor,Sports,2024-01-01,Pending,25-02-2024,Referred by None,FALSE,2.9
Cust_208,Melissa,Bryan,matthew.flores@gmail.com,657-439-9710,"47945 Heather Ridges Suite 488 Lake Stevenside, MS 11464",Lake Lindseymouth,Maine,Equatorial Guinea,Others,19.0,2024-01-01,2024-02-25,716.56,250,6,Others,PayPal,Married,Bachelor,Other,Traveling,2024-09-12,Active,11-06-2024,Referred by None,FALSE,3.1
Cust_209,Paul,Richardson,james.smith@gmail.com,001-972-609-5417,"9721 Steven Fords Jameshaven, OH 77249",New Suzanneberg,Maine,Latvia,Female,44.0,2024-05-21,2024-06-03,1309.97,111,4,Others,Credit Card,Married,Bachelor,Engineer,Reading,2024-03-25,Pending,09-04-2024,Cust_5021,TRUE,2.9
Cust_210,Shannon,Martin,jeffrey.fisher@None,977-241-0534,"283 Brittany Station Bankston, MA 74247",Port Vernon,Illinois,Afghanistan,Others,44.0,2024-01-01,2024-01-02,6359.11,250,6,Bronze,Debit Card,Divorced,Bachelor,Teacher,Music,2024-04-08,Pending,17-02-2024,Referred by None,FALSE,2.2
Cust_211,Jeffrey,Jones,john.jenkins@outlook.com,672-434-6697,"541 Robert Lights Sherryside, ME 98318",New Jamesborough,South Dakota,Fiji,Female,67.0,2024-01-01,2024-02-21,8260.76,316,6,Bronze,Credit Card,Divorced,Others,Engineer,Others,2024-01-01,Inactive,02-09-2024,Referred by None,TRUE,2.9
Cust_212,Robert,Chen,jennifer.mendoza@yahoo.com,001-857-789-0605,"7063 Thomas Route Apt. 684 East Jason, SC 90628",East Carol,Arkansas,New Caledonia,Female,44.0,2024-01-01,2024-01-02,4954.12,235,3,Others,Cash,Single,Others,Doctor,Traveling,2024-01-01,Pending,14-04-2024,Referred by None,FALSE,2.9
Cust_213,Aaron,Middleton,joseph.king@None,608666-5179,USNV Campbell FPO AA 77997,Davisbury,Iowa,Bulgaria,Male,65.0,2024-01-01,2024-04-20,4894.68,250,6,Others,Cash,Married,Others,Doctor,Sports,2024-01-01,Inactive,02-01-2024,Cust_2193,FALSE,1.2
Cust_214,Victor,Brown,kyle.howell@yahoo.com,569306-3922,"27003 Coleman Parks East Thomasport, UT 56495",Morganfurt,Alabama,Mali,Female,30.0,2024-01-01,2024-10-11,250.46,250,6,Gold,Debit Card,Others,Bachelor,Other,Music,2024-09-12,Inactive,22-06-2024,Cust_6582,FALSE,1.4
Cust_215,Tammy,Schmitt,emily.miller@outlook.com,568-219-9721,"908 Rodney Turnpike Maryview, VT 15862",Gregorytown,Illinois,Pakistan,Male,24.0,2024-01-01,2024-02-04,2535.45,63,3,Bronze,Credit Card,Married,Others,NA,Others,2024-01-01,Active,22-05-2024,Referred by None,FALSE,2.8
Cust_216,Jorge,Larson,tammy.contreras@yahoo.com,221-674-8548,"60040 Robin Extensions Tiffanybury, MP 88373",New Daniel,Louisiana,Estonia,Male,25.0,2024-01-27,2024-01-02,4044.08,250,6,Others,Debit Card,Divorced,Master,Doctor,Music,2024-08-04,Inactive,11-04-2024,Cust_814,FALSE,2.9
Cust_217,John,Rojas,joseph.knight@outlook.com,392-672-3910,"654 Michael Ridges Mckeestad, RI 04780",Danielstad,Georgia,Canada,Others,41.0,2024-01-01,2024-02-06,918.2,250,6,Silver,Cash,Single,Others,Other,Traveling,2024-03-01,Active,16-06-2024,Cust_6689,TRUE,1.2
Cust_218,Julia,Lawson,tyler.carter@yahoo.com,415638-9040,"16283 Jacob Plains Suite 349 North Sophia, AS 19102",Port Christopher,Delaware,Haiti,Male,60.0,2024-01-01,2024-04-13,7334.47,250,12,Silver,PayPal,Divorced,High School,NA,Music,2024-09-27,Pending,03-10-2024,Referred by None,TRUE,2.2
Cust_219,Cassandra,Rocha,marc.burch@None,803-318-5960,"580 Ferguson Rapid Weaverport, WA 21801",Thomasville,Idaho,Cayman Islands,Others,44.0,2024-09-12,2024-01-02,8572.99,250,6,Bronze,PayPal,Married,Master,NA,Others,2024-09-02,Pending,18-02-2024,Referred by None,TRUE,2.9
Cust_220,David,Long,william.patel@yahoo.com,560326-6677,"5496 Higgins Wall East Susan, ID 70966",Adamschester,Tennessee,Egypt,Male,38.0,2024-01-27,2024-01-02,6916.99,113,6,Gold,PayPal,Single,Bachelor,Other,Others,2024-03-07,Pending,21-06-2024,Referred by None,TRUE,4.8
Cust_221,Kristina,Villanueva,denise.bradley@outlook.com,979-983-9688,"305 Warren Run Ashleyfurt, MN 44032",Lake Jenniferhaven,Arkansas,Saint Barthelemy,Male,44.0,2024-08-22,2024-01-02,7563.37,250,6,Platinum,PayPal,Others,Master,NA,Music,2024-01-30,Inactive,18-07-2024,Referred by None,FALSE,2.9
Cust_222,Ann,Hammond,kristin.allen@outlook.com,951493-1388,"195 Sullivan Junction Apt. 984 East John, OH 70292",North Jacob,New Hampshire,Luxembourg,Others,44.0,2024-01-01,2024-09-16,4116.32,205,7,Platinum,Debit Card,Married,Others,Teacher,Traveling,2024-01-01,Inactive,30-04-2024,Referred by None,FALSE,4.9
Cust_223,Jeremy,Page,jean.ruiz@outlook.com,821-536-0787,"9429 Pamela Shoals Apt. 104 South Angelicaville, FL 65257",South Georgeport,Minnesota,Saint Barthelemy,Others,50.0,2024-01-01,2024-01-02,9674.46,305,12,Silver,Credit Card,Married,Others,Engineer,Sports,2024-01-01,Active,19-09-2024,Cust_3564,TRUE,2.9
Cust_224,Holly,Wells,scott.sullivan@yahoo.com,868-205-9363,"089 Murphy Views Apt. 268 Blakeburgh, WA 70007",North Joseside,Montana,Turkey,Male,65.0,2024-01-01,2024-01-02,1292.7,363,10,Others,Debit Card,Others,Bachelor,Doctor,Others,2024-07-04,Pending,28-09-2024,Referred by None,FALSE,1.6
Cust_225,Kathryn,Davis,larry.francis@gmail.com,683-680-1700,"654 Donald Isle Apt. 316 Mitchellmouth, LA 04001",Gonzalezport,Wyoming,Malaysia,Female,67.0,2024-01-01,2024-07-15,6930.04,250,6,Bronze,Cash,Others,Master,NA,Sports,2024-01-01,Active,26-01-2024,Cust_7884,FALSE,2.9
Cust_226,Rebecca,Solis,alec.reed@outlook.com,9827263968,"PSC 2683, Box 5013 APO AP 70168",Maryview,Maryland,Morocco,Others,24.0,2024-02-27,2024-01-18,7997.77,143,2,Bronze,PayPal,Married,Master,NA,Sports,2024-02-09,Inactive,03-09-2024,Cust_4295,TRUE,2.9
Cust_227,Evan,Olsen,kevin.ferrell@gmail.com,001-446-909-9076,"5529 Maldonado Plains Apt. 861 Stoneview, MD 74986",Smithview,Virginia,Saudi Arabia,Male,21.0,2024-02-26,2024-01-02,8996.28,382,6,Silver,Debit Card,Divorced,Master,Doctor,Music,2024-01-01,Active,08-10-2024,Cust_251,TRUE,2.9
Cust_228,Monica,Wood,mary.shepherd@None,951-812-8592,"6823 Daniels Gateway Suite 169 Pattersonshire, IA 89725",Karenstad,Iowa,Swaziland,Female,44.0,2024-01-07,2024-01-02,1336.02,250,6,Silver,Debit Card,Others,High School,NA,Music,2024-03-06,Active,12-10-2024,Cust_544,FALSE,2.9
Cust_229,Shirley,Parrish,luis.brown@outlook.com,9622728470,Unit 6080 Box 0128 DPO AP 54923,Lucasport,Mississippi,North Macedonia,Others,27.0,2024-01-01,2024-01-02,868.25,250,6,Others,Credit Card,Others,Master,NA,Music,2024-01-01,Active,30-07-2024,Referred by None,TRUE,4
Cust_230,Christine,Brooks,william.smith@yahoo.com,542-884-6356,"8466 Garcia Trail Suite 212 Christinebury, AL 31284",Bakerville,Iowa,Lebanon,Female,44.0,2024-01-01,2024-01-02,3167.56,428,6,Silver,Cash,Others,Others,Teacher,Traveling,2024-01-01,Inactive,06-06-2024,Cust_7905,TRUE,2.9
Cust_231,Jimmy,Miller,john.meyers@None,765917-6248,"32201 Howard Walk Suite 941 Coreychester, NJ 88194",West Kimberlyfort,Indiana,Honduras,Others,28.0,2024-03-01,2024-01-02,5288.02,250,6,Gold,PayPal,Married,Master,Other,Others,2024-09-24,Active,04-01-2024,Cust_1186,TRUE,1.1
Cust_232,Margaret,Lee,derek.french@outlook.com,5256251842,"135 Smith Turnpike Mariashire, FL 68385",Davidville,North Dakota,Solomon Islands,Male,24.0,2024-01-01,2024-05-27,4631.43,278,1,Gold,Debit Card,Divorced,Master,Teacher,Traveling,2024-01-01,Inactive,18-06-2024,Referred by None,TRUE,2.2
Cust_233,Charles,Smith,timothy.taylor@yahoo.com,362-288-8811,"PSC 5829, Box 8602 APO AE 50324",Fosterport,Georgia,Cuba,Others,66.0,2024-04-23,2024-06-10,8358.72,491,3,Platinum,Credit Card,Others,Others,Engineer,Others,2024-01-01,Inactive,14-03-2024,Cust_7501,FALSE,4
Cust_234,Christina,Brown,mark.martinez@None,918-840-1949,Unit 0262 Box 5342 DPO AP 44138,Kennethside,Washington,Comoros,Male,47.0,2024-01-01,2024-01-01,5267.9,250,8,Gold,Debit Card,Married,Master,Other,Others,2024-01-01,Pending,14-02-2024,Referred by None,FALSE,4.3
Cust_235,John,Mendoza,vincent.clements@yahoo.com,001-311-949-2357,USNS Cole FPO AE 44472,Erikabury,Delaware,Lebanon,Female,70.0,2024-01-01,2024-02-17,2012.32,388,6,Silver,Cash,Others,Master,NA,Others,2024-01-01,Pending,09-04-2024,Cust_5918,TRUE,2.4
Cust_236,Karen,Curtis,lauren.medina@gmail.com,450-843-0152,"3981 Jessica Throughway Suite 408 North Joseph, AK 96481",Smithside,Delaware,Cocos (Keeling) Islands,Male,46.0,2024-01-01,2024-04-24,3764.71,257,6,Platinum,Cash,Others,Others,Other,Music,2024-06-17,Inactive,29-08-2024,Cust_3170,FALSE,4.3
Cust_237,Katherine,Jones,thomas.thompson@outlook.com,277-230-2703,"PSC 2661, Box 9857 APO AE 41553",Muellerport,Minnesota,Tokelau,Female,44.0,2024-01-01,2024-01-22,655.18,250,6,Others,PayPal,Married,Master,Teacher,Others,2024-10-11,Active,03-08-2024,Referred by None,FALSE,3.1
Cust_238,Douglas,Williams,jennifer.cohen@outlook.com,238-932-1660,"86431 Curtis Mountain Apt. 745 Malonechester, NY 36285",Nicholston,North Dakota,Antarctica (the territory South of 60 deg S),Female,44.0,2024-01-01,2024-04-16,9922.23,213,10,Gold,PayPal,Single,Others,Doctor,Music,2024-07-30,Inactive,10-05-2024,Cust_1046,TRUE,2.3
Cust_239,James,Stevens,john.flores@gmail.com,651-726-1564,"572 Baker Fall Harryland, WY 20680",South Amyborough,South Carolina,Guyana,Male,61.0,2024-01-01,2024-01-02,813.53,250,6,Platinum,PayPal,Divorced,Bachelor,NA,Others,2024-08-15,Inactive,08-04-2024,Referred by None,TRUE,2.8
Cust_240,Christopher,Smith,jennifer.walsh@gmail.com,979-442-8332,"39888 Perez Center Apt. 770 Larsonmouth, CT 98200",North Wesleytown,Kansas,Saudi Arabia,Female,55.0,2024-08-27,2024-02-05,2423.51,10,6,Others,Debit Card,Others,Others,Teacher,Sports,2024-02-23,Active,17-06-2024,Cust_8974,FALSE,2.9
Cust_241,Elizabeth,Vega,james.harris@outlook.com,681-784-3783,"47973 Miles Ports Amandaland, NC 09204",South Austin,Tennessee,Syrian Arab Republic,Others,44.0,2024-03-29,2024-03-07,4347.52,250,6,Bronze,PayPal,Divorced,Others,NA,Reading,2024-06-27,Active,19-03-2024,Cust_265,TRUE,2.9
Cust_242,Michelle,Robles,emily.lopez@gmail.com,001-656-592-9235,"1058 Williams Crest Port Alec, DE 06226",Lake Josephbury,Virginia,United Arab Emirates,Male,44.0,2024-01-01,2024-10-07,5082.04,129,6,Others,Credit Card,Married,High School,Engineer,Traveling,2024-01-01,Inactive,10-01-2024,Referred by None,TRUE,2.3
Cust_243,Jason,Jackson,wendy.larsen@yahoo.com,402-345-1226,"49671 Reyes Cliff West Nicholas, OK 68657",Steeleland,California,Turkey,Male,46.0,2024-01-01,2024-02-09,801.5,282,12,Silver,PayPal,Divorced,Others,NA,Traveling,2024-01-19,Active,17-03-2024,Referred by None,TRUE,4
Cust_244,Kimberly,Fletcher,aaron.flores@yahoo.com,489-939-5429,"78394 Isaac Road North Hayley, VT 45328",Samanthafurt,Alaska,Rwanda,Others,44.0,2024-06-05,2024-01-02,1831.06,250,6,Platinum,Debit Card,Divorced,Master,Other,Others,2024-01-28,Active,25-05-2024,Cust_4690,TRUE,2.5
Cust_245,Ashley,Young,daniel.duncan@yahoo.com,4057603004,"2836 Dunn Crest East Joseph, NH 43442",Lake Brenda,Tennessee,Christmas Island,Others,44.0,2024-01-01,2024-01-16,231.52,305,9,Silver,PayPal,Divorced,High School,Doctor,Traveling,2024-05-23,Active,18-04-2024,Referred by None,TRUE,4.4
Cust_246,Kathy,Allen,brett.walls@None,237-814-7291,"722 Carson Bridge Port Cassandra, GA 01374",Lake Wesleyborough,Tennessee,Australia,Male,19.0,2024-01-01,2024-01-02,8167.6,494,6,Silver,Cash,Others,Master,NA,Reading,2024-06-17,Active,15-02-2024,Referred by None,TRUE,3.7
Cust_247,John,Dorsey,edgar.elliott@yahoo.com,282519-6239,USCGC White FPO AE 62969,Brownview,California,Guinea-Bissau,Male,54.0,2024-01-01,2024-01-02,4514.62,250,11,Platinum,Debit Card,Single,High School,NA,Reading,2024-02-11,Inactive,02-06-2024,Cust_3997,FALSE,2.9
Cust_248,Tyler,Fowler,frank.lambert@outlook.com,316-991-1543,"4154 Peterson Cove Suite 333 North Carolstad, NE 38050",North Christopher,Washington,Saint Helena,Female,31.0,2024-06-02,2024-07-03,1346.84,399,6,Gold,PayPal,Divorced,Master,Teacher,Reading,2024-01-01,Inactive,17-01-2024,Referred by None,FALSE,2.8
Cust_249,Patricia,Mcneil,vincent.brown@gmail.com,5452655840,"432 William Avenue Suite 526 Debramouth, ME 16221",Lake Christineshire,Maryland,Kuwait,Male,60.0,2024-01-01,2024-01-02,9944.71,250,3,Gold,PayPal,Others,High School,NA,Sports,2024-05-22,Pending,17-07-2024,Cust_8766,FALSE,2.5
Cust_250,Danielle,Mason,dale.ray@gmail.com,258-366-9800,"8388 Ballard Gardens Lake Johnton, IN 71741",Andersonberg,New Mexico,Afghanistan,Male,44.0,2024-09-14,2024-01-02,9199.08,267,6,Others,Debit Card,Married,High School,Teacher,Traveling,2024-04-24,Pending,02-07-2024,Cust_9558,FALSE,2.9
Cust_251,Steven,Gregory,carol.newton@gmail.com,001-854-665-2769,"965 Daniel Manors South Tonya, MN 37781",North Dawn,West Virginia,Palau,Others,44.0,2024-01-01,2024-07-03,4620.35,429,6,Bronze,Debit Card,Married,Others,Doctor,Sports,2024-01-01,Inactive,11-06-2024,Referred by None,TRUE,1.2
Cust_252,Michele,Vasquez,rhonda.woods@None,691-812-6292,"7043 Edward Land Jonesborough, WA 55289",East Angelaville,Ohio,Yemen,Male,39.0,2024-01-01,2024-01-02,5994.16,174,6,Platinum,PayPal,Married,Others,Doctor,Sports,2024-01-01,Active,28-09-2024,Cust_1328,FALSE,2.9
Cust_253,Jeffery,Dalton,anne.tucker@yahoo.com,863868-9351,USNS Weaver FPO AP 19822,Brianfurt,Florida,Guatemala,Male,60.0,2024-01-01,2024-01-02,6592.63,91,3,Silver,Cash,Others,High School,Doctor,Reading,2024-01-01,Pending,01-05-2024,Cust_1976,TRUE,2.9
