TransactionID,CustomerID,ProductID,TransactionDate,Quantity,PricePerUnit,TotalAmount,PaymentMethod,RegionID,Discount,TransactionStatus,ShippingAddress,ShippingCost,RefundedAmount,ShippingDate,DeliveryDate,CreatedAt,UpdatedAt,ProductRating,LoyaltyPointsEarned,GiftCardUsed,GiftCardAmount,TransactionType,Total Cost
Txn_249,Cust_9177,Prod_49,18-08-2024,7,50.22,50.22,Cash,1,5,Unknown,"49414 Pamela Junction Suite 013 Charlesfort, TN 88611",7.4,49.46,02-01-2024,01-07-2024,31-03-2024,26-08-2024,2.9,93,TRUE,42.03,Unknown,351.54
Txn_250,Cust_1553,Prod_26,01-01-2024,1,19.56,19.56,Credit Card,2,0,Pending,"542 Lauren Centers Apt. 230 Ericstad, KS 00513",7.4,4.83,21-03-2024,20-01-2024,26-06-2024,30-05-2024,3,50,FALSE,28.08,In-Store,19.56
Txn_251,Cust_455,Prod_13,01-01-2024,5,88.02,50.22,Credit Card,4,5,Pending,"65564 Linda Well West Johnfort, MH 24516",1.82,34.91,02-01-2024,18-03-2024,11-05-2024,29-09-2024,3,53,TRUE,25,In-Store,440.1
Txn_252,Cust_6636,Prod_29,12-01-2024,6,50.22,50.22,Debit Card,4,11,Pending,"1474 Christopher Corners Suite 961 Jasonport, DC 56481",7.4,51.54,02-01-2024,05-01-2024,30-08-2024,22-01-2024,3,50,FALSE,3.54,Unknown,301.32
Txn_253,Cust_5045,Prod_34,22-03-2024,5,50.22,50.22,Others,4,19,Unknown,"0435 Kelly Cape Suite 505 Sharpport, NJ 07781",14.41,0,22-03-2024,19-03-2024,29-09-2024,21-01-2024,2.9,50,TRUE,25,Online,251.1
Txn_254,Cust_6610,Prod_17,01-01-2024,5,50.22,50.22,Online Payment,4,5,Failed,"47433 Allen Stream West Tyler, WA 55325",7.4,71.42,21-08-2024,19-06-2024,24-03-2024,20-05-2024,3,38,TRUE,22.74,Online,251.1
Txn_255,Cust_9803,Prod_48,01-01-2024,7,45.71,319.97,Others,2,5,Pending,"5802 Christine Parkway Davidfort, WY 41654",7.4,86.88,28-01-2024,05-01-2024,05-10-2024,15-05-2024,3,0,FALSE,0.56,In-Store,319.97
Txn_256,Cust_9240,Prod_34,01-01-2024,5,52.82,50.22,Credit Card,3,6,Unknown,"94584 Alejandra Lake Hutchinsonside, DC 32935",7.4,58.98,02-01-2024,07-07-2024,20-08-2024,02-09-2024,3,50,TRUE,21.52,In-Store,264.1
Txn_257,Cust_4233,Prod_15,05-03-2024,5,90.89,50.22,Credit Card,2,0,Failed,"663 Ramirez Fall Sullivanbury, MH 83384",7.4,0,02-01-2024,05-01-2024,11-05-2024,15-09-2024,3,50,FALSE,19.49,Unknown,454.45
Txn_258,Cust_5260,Prod_24,01-01-2024,4,38.03,152.12,Others,4,5,Pending,"349 Wise Islands Apt. 356 West Angela, FL 70778",7.4,0,02-01-2024,05-01-2024,07-03-2024,15-02-2024,1.2,25,TRUE,25,In-Store,152.12
Txn_259,Cust_9585,Prod_1,02-04-2024,5,50.22,50.22,Debit Card,2,7,Pending,"551 Jose Passage Grantborough, PW 82749",7.4,0,02-01-2024,22-09-2024,27-04-2024,17-01-2024,1.5,89,FALSE,34.9,Online,251.1
Txn_260,Cust_4772,Prod_20,01-01-2024,5,50.22,50.22,Cash,2,5,Pending,"81791 Lopez Land Johnsonview, CT 87685",7.4,0,02-01-2024,26-02-2024,10-03-2024,22-06-2024,4.9,50,FALSE,25,In-Store,251.1
Txn_261,Cust_5599,Prod_15,11-04-2024,7,50.22,50.22,Online Payment,4,0,Completed,"6724 Mary Via Cameronland, IN 82820",7.4,0,24-04-2024,15-07-2024,18-09-2024,09-08-2024,1.9,50,FALSE,25,Unknown,351.54
Txn_262,Cust_4763,Prod_16,01-01-2024,2,50.22,50.22,Cash,3,5,Completed,"056 Hunter Fall Apt. 758 New Douglasbury, MD 77159",7.4,0,02-01-2024,05-01-2024,03-03-2024,19-02-2024,4.4,15,FALSE,29.62,Unknown,100.44
Txn_263,Cust_9073,Prod_36,08-03-2024,2,50.22,50.22,Cash,2,0,Unknown,"566 Sloan Lock Apt. 449 West Courtneyport, ND 08554",7.4,60.84,30-04-2024,06-09-2024,27-07-2024,27-06-2024,4.5,25,FALSE,25,Unknown,100.44
Txn_264,Cust_911,Prod_42,06-07-2024,7,44.72,313.04,Online Payment,3,5,Completed,"4274 Colleen Burg Apt. 553 Lake Angelaport, VT 55082",7.4,0,02-01-2024,05-01-2024,25-06-2024,18-07-2024,3.5,63,TRUE,25,In-Store,313.04
Txn_265,Cust_517,Prod_43,07-07-2024,5,21.1,50.22,Others,4,5,Pending,USCGC Curtis FPO AE 47302,7.59,0,12-03-2024,05-01-2024,01-02-2024,10-05-2024,3.8,50,FALSE,45.19,In-Store,105.5
Txn_266,Cust_3817,Prod_34,01-01-2024,5,50.22,50.22,Debit Card,4,8,Failed,"17482 Christopher Shore Apt. 267 Terrancemouth, MD 23883",7.4,78.13,03-08-2024,13-08-2024,21-06-2024,14-01-2024,2.3,92,FALSE,7.02,In-Store,251.1
Txn_267,Cust_9726,Prod_26,01-01-2024,2,10.45,20.9,Credit Card,4,1,Unknown,"85452 Brock Walk Apt. 171 East Margaret, AZ 23114",7.4,67.4,02-01-2024,13-03-2024,21-01-2024,03-08-2024,3,100,TRUE,0.21,Online,20.9
Txn_268,Cust_9171,Prod_43,01-01-2024,10,32.24,322.4,Online Payment,4,14,Failed,"859 Ortiz Ports Apt. 974 Rodriguezbury, TX 78956",7.4,14.98,02-01-2024,05-08-2024,06-06-2024,01-03-2024,3,50,FALSE,38.01,In-Store,322.4
Txn_269,Cust_9473,Prod_47,20-09-2024,4,50.22,50.22,Online Payment,4,5,Completed,"1681 Jeffrey Vista Brandibury, NJ 79569",7.4,0,16-07-2024,05-01-2024,28-09-2024,19-01-2024,3,50,FALSE,25,In-Store,200.88
Txn_270,Cust_9228,Prod_34,01-01-2024,5,85.95,50.22,Credit Card,4,5,Failed,"090 Arias Hollow Apt. 475 Melissaburgh, OK 94328",7.4,0,02-01-2024,05-01-2024,14-03-2024,12-10-2024,1.4,50,TRUE,48.76,Online,429.75
Txn_271,Cust_9291,Prod_14,25-08-2024,5,30.7,50.22,Cash,4,5,Completed,"PSC 5245, Box 7455 APO AE 62147",0.69,4.13,29-01-2024,29-01-2024,26-03-2024,07-04-2024,3,50,FALSE,13.04,Online,153.5
Txn_272,Cust_7441,Prod_33,05-01-2024,5,31.99,50.22,Cash,3,0,Failed,"70243 Murphy Hills Apt. 854 Timothyfurt, DE 37451",0.15,0,02-01-2024,07-08-2024,12-08-2024,25-06-2024,3,67,FALSE,5.53,Online,159.95
Txn_273,Cust_7394,Prod_25,01-01-2024,5,50.22,50.22,Credit Card,1,19,Pending,"23492 Nelson Plaza North Tamiberg, KY 04921",7.4,0,20-04-2024,16-08-2024,17-05-2024,03-02-2024,4.9,50,TRUE,25,In-Store,251.1
Txn_274,Cust_6648,Prod_28,01-01-2024,5,50.22,50.22,Cash,2,0,Pending,"PSC 6829, Box 6830 APO AA 46782",13.79,0,02-01-2024,05-01-2024,12-05-2024,09-01-2024,3,10,TRUE,20.16,In-Store,251.1
Txn_275,Cust_1741,Prod_35,01-01-2024,5,9.43,50.22,Debit Card,2,2,Unknown,"8803 Lewis Camp Suite 185 Shelbybury, FL 07370",7.4,25.7,03-04-2024,07-07-2024,16-03-2024,19-05-2024,3.5,50,FALSE,25,Unknown,47.15
Txn_276,Cust_513,Prod_15,20-01-2024,8,52.15,417.2,Cash,1,18,Unknown,"15278 Anthony Centers Apt. 346 Fergusonhaven, MS 38898",12.4,0,02-01-2024,05-01-2024,20-08-2024,12-07-2024,3,50,TRUE,23.4,In-Store,417.2
Txn_277,Cust_6706,Prod_1,20-06-2024,8,39.16,313.28,Debit Card,1,0,Failed,"14086 Laurie Island Suite 430 Toddview, NE 29084",7.4,73.12,02-01-2024,05-01-2024,30-04-2024,05-01-2024,1.2,50,TRUE,23.59,Online,313.28
Txn_278,Cust_548,Prod_50,11-08-2024,5,8.57,50.22,Others,3,15,Pending,"0597 Acosta Shores Tranmouth, ME 61586",7.4,0,02-01-2024,19-04-2024,22-04-2024,16-05-2024,2.5,50,FALSE,6.23,In-Store,42.85
Txn_279,Cust_5924,Prod_27,29-03-2024,5,2.78,13.9,Online Payment,1,10,Pending,"98508 Pearson Cape East Brian, UT 45944",10.23,47.72,02-01-2024,05-01-2024,22-04-2024,16-02-2024,3.1,50,FALSE,25,In-Store,13.9
Txn_280,Cust_4153,Prod_2,01-01-2024,5,50.22,50.22,Others,4,2,Failed,"238 David Ridges West Randyview, VI 10317",7.4,0,02-01-2024,05-01-2024,13-06-2024,21-07-2024,2.5,66,TRUE,25,Online,251.1
Txn_281,Cust_8614,Prod_14,01-01-2024,4,71.84,287.36,Online Payment,3,0,Unknown,"70145 Kelli Plain Suite 762 New Jessica, UT 43367",14.39,78,30-06-2024,15-06-2024,23-03-2024,20-09-2024,2.5,85,FALSE,25,Unknown,287.36
Txn_282,Cust_2925,Prod_5,01-01-2024,9,19.82,178.38,Credit Card,1,3,Pending,Unit 7274 Box 6884 DPO AP 98287,10.24,0,04-06-2024,08-07-2024,17-08-2024,17-07-2024,3,50,FALSE,27.35,Online,178.38
Txn_283,Cust_3874,Prod_41,28-06-2024,5,50.22,50.22,Credit Card,3,0,Unknown,"812 Ramsey Via West Evan, PR 66826",2.54,40.4,02-01-2024,13-03-2024,10-03-2024,29-04-2024,3,15,TRUE,25,Online,251.1
Txn_284,Cust_8068,Prod_17,01-01-2024,2,50.22,50.22,Others,2,0,Pending,"209 Levine Cliff Suite 801 Teresaberg, CA 79588",2.48,98.57,02-01-2024,05-01-2024,18-09-2024,18-04-2024,3,42,FALSE,46.24,Online,100.44
Txn_285,Cust_5938,Prod_16,27-01-2024,10,49.24,492.4,Cash,1,0,Failed,"5668 Williams Squares Coreyland, NJ 96859",7.4,68.25,02-01-2024,05-01-2024,10-10-2024,11-04-2024,3,57,TRUE,25,Unknown,492.4
Txn_286,Cust_2540,Prod_23,16-06-2024,5,88.63,50.22,Others,2,0,Completed,"78093 Alicia Ports Apt. 162 Carterville, NY 24981",7.4,0,25-06-2024,12-07-2024,16-07-2024,24-03-2024,2,50,TRUE,25,Unknown,443.15
Txn_287,Cust_9133,Prod_26,02-09-2024,10,20.78,207.8,Debit Card,1,0,Failed,Unit 3316 Box 5262 DPO AE 10357,7.4,2.09,02-01-2024,05-01-2024,21-06-2024,02-03-2024,2.2,50,TRUE,23.83,In-Store,207.8
Txn_288,Cust_6406,Prod_11,17-05-2024,4,50.22,50.22,Cash,3,5,Completed,"628 Chambers Parkways Donaldsonborough, PA 97279",8.14,0,02-01-2024,05-01-2024,05-10-2024,04-05-2024,2.6,50,FALSE,49.47,Unknown,200.88
Txn_289,Cust_2572,Prod_13,27-06-2024,8,94.27,754.16,Debit Card,1,6,Unknown,"616 Baker Forks Apt. 787 East Jennifer, PA 74091",7.4,79.06,02-01-2024,05-01-2024,13-02-2024,04-10-2024,2,50,TRUE,8.32,In-Store,754.16
Txn_290,Cust_305,Prod_35,01-01-2024,5,50.22,50.22,Debit Card,1,0,Unknown,"470 Lewis Island Jacksonberg, SC 07420",4.72,0,24-06-2024,30-03-2024,14-02-2024,08-10-2024,3,50,TRUE,6.42,Online,251.1
Txn_291,Cust_4401,Prod_44,01-01-2024,5,33.73,50.22,Others,1,11,Pending,"156 Thomas Vista Apt. 268 Lake Jacqueline, NM 40903",7.4,23.55,22-03-2024,05-01-2024,14-06-2024,20-06-2024,3,18,FALSE,25,Unknown,168.65
Txn_292,Cust_7089,Prod_18,01-01-2024,10,50.22,50.22,Others,4,0,Failed,"00887 Joshua Lodge Amberborough, KS 35780",0.71,51.08,01-05-2024,05-01-2024,22-07-2024,02-05-2024,4.4,16,TRUE,37.12,Unknown,502.2
Txn_293,Cust_2587,Prod_6,04-07-2024,5,31.17,50.22,Debit Card,2,11,Pending,"85533 Kennedy Motorway Suite 200 Rebeccaview, TX 03019",1.36,0,17-09-2024,05-01-2024,06-04-2024,23-07-2024,3.2,20,TRUE,3.85,In-Store,155.85
Txn_294,Cust_6064,Prod_29,01-01-2024,2,50.22,50.22,Others,4,5,Unknown,"948 Patel Manors Suite 381 West Ashley, AL 44118",5.72,0,02-01-2024,11-09-2024,06-03-2024,06-07-2024,3,86,FALSE,25,Unknown,100.44
Txn_295,Cust_9914,Prod_9,01-01-2024,8,13.21,105.68,Cash,4,0,Unknown,"5442 Cynthia Ridges Suite 181 Haynesville, GU 77326",7.57,8.24,16-05-2024,05-01-2024,30-05-2024,14-07-2024,4.3,50,FALSE,25,Unknown,105.68
Txn_296,Cust_5595,Prod_3,02-09-2024,5,50.22,50.22,Others,1,5,Failed,"PSC 9186, Box 5814 APO AE 54618",0.32,0,24-07-2024,05-01-2024,15-05-2024,26-03-2024,3,89,TRUE,30.49,Online,251.1
Txn_297,Cust_5706,Prod_46,26-07-2024,3,50.22,50.22,Others,3,0,Unknown,"99848 Brooks Field Suite 157 Robertville, VT 94131",7.4,56.87,03-01-2024,13-08-2024,11-06-2024,13-01-2024,4.7,50,TRUE,13.63,Online,150.66
Txn_298,Cust_3886,Prod_8,05-07-2024,6,50.22,50.22,Cash,1,5,Pending,"92481 Victoria Coves West Sara, OR 66558",14.14,93.82,24-08-2024,23-06-2024,11-07-2024,24-05-2024,3,50,FALSE,25,Online,301.32
Txn_299,Cust_5342,Prod_36,28-06-2024,7,69.02,483.14,Others,3,6,Completed,"25182 Miller Falls Leeville, TN 37792",13.82,0,09-07-2024,27-02-2024,06-05-2024,08-03-2024,2,50,FALSE,25,In-Store,483.14
Txn_300,Cust_5237,Prod_12,25-02-2024,4,74.78,299.12,Others,3,13,Completed,"170 Reed Crest Mcgeeborough, SC 60364",10.29,0,16-06-2024,14-03-2024,11-05-2024,24-03-2024,3,50,TRUE,20.1,In-Store,299.12
Txn_301,Cust_2262,Prod_26,01-01-2024,5,50.22,50.22,Online Payment,4,0,Unknown,"5395 Garza Throughway North Susanbury, AS 99477",7.4,0,25-05-2024,05-10-2024,29-05-2024,23-02-2024,2.5,64,FALSE,40.63,Online,251.1
Txn_302,Cust_4145,Prod_15,01-01-2024,5,50.22,50.22,Credit Card,2,4,Completed,"978 Wilson Islands Suite 714 North Danielleville, NM 67034",7.4,0,02-01-2024,05-01-2024,27-04-2024,17-02-2024,4.5,50,TRUE,27.78,Online,251.1
Txn_303,Cust_9970,Prod_41,01-01-2024,3,72.22,216.66,Online Payment,3,4,Unknown,"PSC 2145, Box 0213 APO AP 99816",10.69,57.71,02-01-2024,05-01-2024,14-10-2024,20-08-2024,3,90,TRUE,47.45,In-Store,216.66
Txn_304,Cust_5166,Prod_18,01-01-2024,4,50.22,50.22,Credit Card,1,5,Pending,"21348 Travis Ferry Suite 670 Allisonberg, PR 07635",7.4,0,29-09-2024,05-01-2024,27-09-2024,20-04-2024,3,50,TRUE,24.5,Online,200.88
Txn_305,Cust_1457,Prod_28,30-04-2024,2,46.02,92.04,Cash,2,19,Failed,"0998 Jack Dale Raymondland, SD 73226",0.68,0,09-07-2024,06-07-2024,02-02-2024,18-01-2024,3,40,FALSE,25,In-Store,92.04
Txn_306,Cust_4809,Prod_45,01-01-2024,6,50.22,50.22,Others,1,20,Completed,"219 Scott Harbor East Zacharyfort, WA 74267",4.67,67.59,25-03-2024,05-01-2024,08-10-2024,28-09-2024,3,50,TRUE,5.67,Online,301.32
Txn_307,Cust_5114,Prod_40,05-06-2024,2,95.7,191.4,Online Payment,1,5,Completed,"31815 Anderson Circles Suite 651 Browningbury, AL 55878",6.72,87.42,02-01-2024,05-01-2024,11-01-2024,03-06-2024,3,12,TRUE,22.32,In-Store,191.4
Txn_308,Cust_4443,Prod_5,01-01-2024,5,50.22,50.22,Others,3,4,Pending,USNS Newton FPO AE 95084,3.19,68.92,02-01-2024,05-01-2024,20-09-2024,24-04-2024,3,50,TRUE,25,In-Store,251.1
Txn_309,Cust_4151,Prod_40,10-08-2024,6,67.92,407.52,Cash,2,5,Failed,"4416 Stevens Falls Maryton, IN 01231",7.4,0,02-01-2024,05-01-2024,29-03-2024,08-07-2024,3,50,FALSE,21.34,Unknown,407.52
Txn_310,Cust_1920,Prod_2,30-04-2024,5,63.39,50.22,Online Payment,1,0,Pending,"913 Harris Place Apt. 029 Brownstad, AK 28067",13.4,33.36,02-01-2024,05-01-2024,07-02-2024,28-06-2024,2.5,69,FALSE,25,Unknown,316.95
Txn_311,Cust_9816,Prod_50,01-01-2024,1,67.09,67.09,Cash,4,9,Unknown,"762 Bailey Throughway Suite 208 Wellsshire, IA 55035",7.4,0,24-04-2024,12-03-2024,21-03-2024,18-02-2024,3.1,50,FALSE,40.02,Unknown,67.09
Txn_312,Cust_2465,Prod_10,02-08-2024,5,28.94,50.22,Cash,1,8,Pending,"979 Mcfarland Track Jennastad, ND 21845",0.49,81.65,02-01-2024,05-01-2024,05-01-2024,10-06-2024,4.8,50,FALSE,25,Unknown,144.7
Txn_313,Cust_652,Prod_49,01-01-2024,5,91.83,50.22,Debit Card,1,5,Failed,USNS Anderson FPO AE 41114,14.94,0,02-01-2024,12-02-2024,07-05-2024,16-04-2024,3,91,FALSE,25,Online,459.15
Txn_314,Cust_3195,Prod_16,01-02-2024,6,50.22,50.22,Cash,1,0,Unknown,"341 Christopher Plain Port Kyleshire, HI 10306",8.17,0,02-01-2024,05-01-2024,27-07-2024,10-01-2024,3,50,TRUE,25,Online,301.32
Txn_315,Cust_2897,Prod_31,23-04-2024,10,50.22,50.22,Online Payment,4,17,Pending,"931 Brandy Land Suite 392 Jonesberg, FM 46340",7.4,93.39,06-01-2024,05-01-2024,04-09-2024,04-06-2024,1.9,73,FALSE,30.84,In-Store,502.2
Txn_316,Cust_199,Prod_25,25-05-2024,3,44.25,132.75,Others,2,5,Unknown,"73568 Wilkerson Tunnel Apt. 537 Deanchester, AR 94175",6.66,89.16,02-01-2024,30-04-2024,07-05-2024,14-08-2024,3,6,FALSE,43.35,Online,132.75
Txn_317,Cust_2085,Prod_17,01-01-2024,5,29.98,149.9,Online Payment,1,0,Unknown,"31169 Theresa Inlet Alexisstad, WI 24962",7.4,0,02-01-2024,13-02-2024,23-04-2024,15-03-2024,3,50,FALSE,42.06,In-Store,149.9
Txn_318,Cust_7564,Prod_7,01-01-2024,5,50.22,50.22,Credit Card,1,17,Failed,"15456 Olson Parkway East David, CA 91711",7.4,65.24,21-01-2024,05-09-2024,03-07-2024,21-02-2024,2.2,50,TRUE,25,In-Store,251.1
Txn_319,Cust_5941,Prod_44,10-10-2024,5,60.08,300.4,Credit Card,2,0,Completed,"673 Martin Roads Apt. 321 East Staceyburgh, NC 73534",7.4,0,30-07-2024,29-01-2024,19-07-2024,29-09-2024,3,50,TRUE,25,Unknown,300.4
Txn_320,Cust_8731,Prod_2,30-08-2024,1,35.24,35.24,Online Payment,4,5,Unknown,"7932 Forbes Plain Apt. 207 West Amandashire, HI 07909",0.41,45.94,02-01-2024,05-01-2024,20-08-2024,30-09-2024,3,50,TRUE,16.66,In-Store,35.24
Txn_321,Cust_1040,Prod_5,24-05-2024,5,50.22,50.22,Debit Card,4,5,Completed,"04168 Weber Well Apt. 266 South Kelly, MI 65493",7.4,0,02-01-2024,22-09-2024,02-04-2024,17-08-2024,3.3,18,FALSE,39.06,Unknown,251.1
Txn_322,Cust_1615,Prod_2,01-01-2024,5,50.22,50.22,Debit Card,4,0,Completed,"04869 Moss Courts East Kayla, FL 12921",10.37,0,05-02-2024,05-01-2024,29-04-2024,12-08-2024,3.8,36,TRUE,6.76,Online,251.1
Txn_323,Cust_1446,Prod_1,01-01-2024,5,70.67,50.22,Credit Card,1,0,Completed,"828 Brown Crescent Port Daniel, DC 77701",7.4,0,30-05-2024,05-01-2024,05-03-2024,15-03-2024,3.9,50,TRUE,25,Online,353.35
Txn_324,Cust_2063,Prod_21,01-01-2024,5,50.22,50.22,Cash,4,0,Failed,Unit 0646 Box 8528 DPO AA 02911,7.4,83.56,02-01-2024,06-10-2024,02-03-2024,24-03-2024,3,3,TRUE,12.55,Unknown,251.1
Txn_325,Cust_7401,Prod_40,01-01-2024,3,50.22,50.22,Debit Card,3,5,Completed,"28963 Mccall Mall Apt. 473 Aguilartown, FM 16350",7.4,92.9,02-01-2024,05-01-2024,23-09-2024,05-02-2024,3,50,FALSE,25,In-Store,150.66
Txn_326,Cust_9546,Prod_2,23-06-2024,3,50.22,50.22,Debit Card,2,0,Failed,"66242 Matthew Isle Port Lori, NY 17747",9.97,0,13-07-2024,05-01-2024,06-10-2024,26-06-2024,3,50,TRUE,25,In-Store,150.66
Txn_327,Cust_685,Prod_5,01-01-2024,5,84.04,50.22,Debit Card,3,10,Failed,Unit 0031 Box 8744 DPO AE 55018,1.31,71.99,02-01-2024,07-03-2024,14-06-2024,06-10-2024,3,27,TRUE,25,In-Store,420.2
Txn_328,Cust_8349,Prod_47,28-01-2024,8,22.6,180.8,Others,4,5,Completed,"75198 Rodriguez Parkways Port Ryanstad, MO 45502",13.11,0,21-08-2024,04-06-2024,23-03-2024,05-10-2024,3,50,FALSE,18.4,Unknown,180.8
Txn_329,Cust_215,Prod_13,27-04-2024,5,50.22,50.22,Credit Card,3,0,Failed,"84636 Gabriel Camp Murphyport, WA 20829",4.68,78.76,04-03-2024,05-01-2024,12-05-2024,01-09-2024,3,50,FALSE,11.16,In-Store,251.1
Txn_330,Cust_3022,Prod_10,05-03-2024,9,50.22,50.22,Debit Card,1,0,Pending,Unit 9948 Box 3676 DPO AE 36729,6.76,3.71,10-09-2024,05-01-2024,29-06-2024,11-08-2024,3,71,TRUE,25,In-Store,451.98
Txn_331,Cust_4517,Prod_11,01-01-2024,10,88.97,889.7,Online Payment,1,17,Failed,"628 Harris Squares Suite 831 West Melissa, WV 62485",7.4,26.46,01-01-2024,05-01-2024,23-07-2024,14-09-2024,3,50,TRUE,48.81,Online,889.7
Txn_332,Cust_5497,Prod_28,01-01-2024,9,13.33,119.97,Credit Card,2,13,Unknown,"240 Lopez Motorway Apt. 450 Jacksonville, KY 98841",7.4,0,02-01-2024,23-05-2024,18-05-2024,31-05-2024,1.6,50,TRUE,25,Unknown,119.97
Txn_333,Cust_3520,Prod_6,01-01-2024,5,50.22,50.22,Cash,3,20,Pending,"50502 David Road Apt. 711 North Chad, ID 41469",7.4,0,12-07-2024,05-01-2024,09-01-2024,21-02-2024,3,50,TRUE,25,In-Store,251.1
Txn_334,Cust_7410,Prod_7,09-03-2024,5,50.22,50.22,Debit Card,2,0,Completed,"98402 Garcia Oval South Stephanie, WA 41242",7.06,38.19,09-02-2024,11-08-2024,28-08-2024,19-05-2024,5,50,TRUE,25,Unknown,251.1
Txn_335,Cust_5951,Prod_9,01-01-2024,10,21.73,217.3,Others,4,0,Pending,"01889 James Haven Apt. 706 Adamside, MD 49862",7.4,0,27-05-2024,05-01-2024,04-09-2024,25-04-2024,4.9,50,FALSE,41.79,Unknown,217.3
Txn_336,Cust_529,Prod_49,01-01-2024,5,50.22,50.22,Others,2,5,Failed,"31692 Aaron Ridges South Deborahhaven, SC 68173",8.35,0,02-01-2024,12-02-2024,03-05-2024,28-05-2024,3,50,TRUE,25,In-Store,251.1
Txn_337,Cust_8488,Prod_21,01-01-2024,10,24.05,240.5,Cash,3,5,Completed,"649 Johnson Walk Apt. 510 West James, MS 68653",7.4,53.56,02-01-2024,10-06-2024,06-08-2024,09-03-2024,3,50,FALSE,25,Online,240.5
Txn_338,Cust_4603,Prod_32,01-01-2024,5,50.22,50.22,Cash,4,5,Completed,"928 Mckay Orchard Phillipside, CT 12419",0.87,73.87,01-08-2024,05-04-2024,17-08-2024,13-03-2024,3,50,TRUE,41.9,Online,251.1
Txn_339,Cust_8838,Prod_4,01-01-2024,1,50.22,50.22,Debit Card,3,0,Completed,"36021 Francisco Fall Suite 622 South Ashleybury, AK 93392",7.4,0,02-01-2024,05-01-2024,25-01-2024,22-06-2024,2.8,50,FALSE,25,Unknown,50.22
Txn_340,Cust_7863,Prod_31,01-01-2024,5,50.22,50.22,Others,1,0,Failed,"64046 Michelle Isle Apt. 703 New Kellymouth, CT 13227",7.4,65.83,25-09-2024,16-06-2024,13-02-2024,20-06-2024,3,50,FALSE,39.12,Unknown,251.1
Txn_341,Cust_6971,Prod_50,01-01-2024,9,50.22,50.22,Others,1,0,Completed,"1131 Cook Parks West Johnport, MT 30200",3.26,0,02-01-2024,05-01-2024,01-10-2024,29-03-2024,3,50,TRUE,7.05,Online,451.98
Txn_342,Cust_6150,Prod_11,11-07-2024,5,50.22,50.22,Others,3,4,Pending,"5537 Cooper Plains Suite 183 Port Jody, CA 74364",7.4,21.73,28-05-2024,05-01-2024,08-01-2024,26-09-2024,1.3,10,TRUE,25,Online,251.1
Txn_343,Cust_1911,Prod_1,15-02-2024,5,57.13,50.22,Debit Card,3,0,Failed,"287 Charles Falls Suite 974 Mitchellfurt, KY 59702",6.09,43.09,02-01-2024,05-01-2024,23-09-2024,16-02-2024,3,77,TRUE,46.16,Online,285.65
Txn_344,Cust_5448,Prod_38,28-05-2024,2,50.22,50.22,Others,3,8,Pending,"06140 Michael Mountain Port Allisonland, IA 66232",9.81,30.37,02-01-2024,05-01-2024,05-10-2024,10-04-2024,3.3,50,FALSE,25,In-Store,100.44
Txn_345,Cust_1533,Prod_24,01-01-2024,5,50.89,50.22,Credit Card,1,0,Unknown,"20126 Chad Trail Lake Tarachester, WV 73378",6.5,0,29-06-2024,04-03-2024,08-06-2024,20-09-2024,1.2,50,FALSE,25,Online,254.45
Txn_346,Cust_3846,Prod_8,01-01-2024,5,50.22,50.22,Debit Card,3,5,Pending,"839 Freeman Flat West Kelly, GA 65810",7.4,90.42,02-01-2024,15-05-2024,04-07-2024,14-08-2024,3.4,50,FALSE,25,Unknown,251.1
Txn_347,Cust_4756,Prod_22,01-01-2024,5,20.09,100.45,Others,1,5,Unknown,"421 Leon Camp East Debramouth, MP 02611",7.4,0,14-05-2024,14-06-2024,08-05-2024,13-05-2024,3,52,FALSE,25,Online,100.45
Txn_348,Cust_6586,Prod_31,24-06-2024,5,50.22,50.22,Online Payment,3,5,Completed,"474 Tricia Court North Markchester, NV 20145",10.6,0,02-01-2024,05-02-2024,02-09-2024,09-07-2024,3,50,TRUE,3.95,Unknown,251.1
Txn_349,Cust_9810,Prod_45,01-01-2024,5,50.22,50.22,Online Payment,3,2,Pending,"744 Kenneth Fords West Sydney, PW 18252",14.12,0,02-01-2024,13-01-2024,13-10-2024,18-02-2024,4.8,50,TRUE,25,In-Store,251.1
Txn_350,Cust_5653,Prod_6,28-06-2024,8,50.22,50.22,Online Payment,4,5,Completed,"8475 Snyder Shoals Patricktown, MN 77513",12.58,57.76,24-09-2024,05-01-2024,18-06-2024,20-04-2024,3,19,FALSE,20.09,Online,401.76
Txn_351,Cust_62,Prod_31,01-01-2024,8,50.22,50.22,Credit Card,1,0,Failed,"7287 Ronald Rapids Robertberg, AR 40537",7.4,93.86,02-01-2024,14-08-2024,21-09-2024,14-07-2024,1.1,50,TRUE,46.96,Unknown,401.76
Txn_352,Cust_4770,Prod_39,11-01-2024,5,50.22,50.22,Cash,2,12,Completed,"266 Lawrence Club Apt. 608 Smithland, WY 35295",7.4,49.94,02-01-2024,20-03-2024,28-03-2024,13-09-2024,3,7,TRUE,3.14,In-Store,251.1
Txn_353,Cust_4117,Prod_1,01-01-2024,5,50.22,50.22,Online Payment,4,5,Completed,"057 Thompson Rue Apt. 425 East Robert, HI 16027",7.4,73.6,02-01-2024,29-05-2024,22-02-2024,18-06-2024,1.1,50,TRUE,14.7,Online,251.1
